global_step,epoch,train/loss,time/wall_clock_sec,time/step_time_sec,sampler/query_norm,correction/weight_mean,correction/weight_min,correction/weight_max,correction/weight_clipped_frac,lsh/refresh_count,lsh/refresh_time_sec,sampler/p_mean,sampler/p_min,sampler/p_max,sampler/cp_mean,sampler/cpK_mean,sampler/bucket_size_mean,sampler/bucket_size_max,sampler/attempts_mean,sampler/fallback_rate,sampler/probability_clamped_frac,sampler/unique_count,sampler/duplicate_count,sampler/duplicate_frac,sampler/resample_count_mean,sample/unique_count,sample/duplicate_count,sample/duplicate_frac,sample/label0_count,sample/label1_count,sample/fallback_count,sample/mean_p,sample/min_p,sample/max_p,sample/mean_bucket_size,sample/resample_count_sum,sampler/unique_count_batch,sampler/duplicate_count_batch,sampler/duplicate_frac_batch,sampler/label0_count_batch,sampler/label1_count_batch,sampler/coverage_so_far
63,0.5391304347826087,0.525838315486908,16.537325859069824,0.11392354965209961,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.549618320610687
64,0.5478260869565217,0.5798084139823914,16.768229246139526,0.11483526229858398,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.5583424209378408
65,0.5565217391304348,0.5396441221237183,16.997780799865723,0.11433053016662598,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,0.5670665212649946
66,0.5652173913043478,0.4426887631416321,17.230929851531982,0.11648106575012207,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,6,26,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,6,26,0.5757906215921483
67,0.5739130434782609,0.5749245285987854,17.46047282218933,0.11596393585205078,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.5845147219193021
68,0.5826086956521739,0.4709087014198303,17.69072461128235,0.11294245719909668,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.5932388222464559
69,0.591304347826087,0.6058602333068848,17.922525644302368,0.11404848098754883,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,14,18,0.6019629225736096
70,0.6,0.6284188032150269,18.142298936843872,0.10395073890686035,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,14,18,0.6106870229007634
71,0.6086956521739131,0.5520502328872681,18.382124185562134,0.112518310546875,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,14,18,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,14,18,0.6194111232279171
72,0.6173913043478261,0.5618160367012024,18.613000869750977,0.11283063888549805,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.6281352235550709
73,0.6260869565217392,0.5535968542098999,18.83410882949829,0.10264730453491211,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.6368593238822247
74,0.6347826086956522,0.500393271446228,19.062899112701416,0.10225629806518555,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,7,25,0.6455834242093784
75,0.6434782608695652,0.642156183719635,19.291521787643433,0.09897851943969727,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.6543075245365322
76,0.6521739130434783,0.5423163771629333,20.461697816848755,0.11937761306762695,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.6630316248636859
77,0.6608695652173913,0.39981576800346375,20.688685655593872,0.11312150955200195,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.6717557251908397
78,0.6695652173913044,0.46064797043800354,20.918487310409546,0.11216974258422852,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,6,26,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,6,26,0.6804798255179935
79,0.6782608695652174,0.6170364618301392,21.14936137199402,0.11229467391967773,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.6892039258451472
80,0.6869565217391305,0.5569586157798767,21.381762742996216,0.11369037628173828,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.697928026172301
81,0.6956521739130435,0.6322553157806396,21.618088006973267,0.11953568458557129,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.7066521264994547
82,0.7043478260869566,0.5798959732055664,21.84861731529236,0.11832332611083984,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.7153762268266085
83,0.7130434782608696,0.5721620321273804,22.081543922424316,0.12090444564819336,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.7241003271537623
84,0.7217391304347827,0.5579492449760437,22.300899505615234,0.1099863052368164,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,0.732824427480916
85,0.7304347826086957,0.5389882922172546,22.54140615463257,0.11699342727661133,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.7415485278080698
86,0.7391304347826086,0.5151394605636597,22.755780696868896,0.10186004638671875,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,0.7502726281352236
87,0.7478260869565218,0.4826923608779907,22.98465347290039,0.09749436378479004,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,6,26,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,6,26,0.7589967284623773
88,0.7565217391304347,0.5433554649353027,23.22316575050354,0.1053457260131836,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.7677208287895311
89,0.7652173913043478,0.49520036578178406,23.456090927124023,0.1079721450805664,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.7764449291166848
90,0.7739130434782608,0.49054035544395447,23.673981189727783,0.09570956230163574,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,7,25,0.7851690294438386
91,0.782608695652174,0.34630751609802246,23.909290552139282,0.09872651100158691,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,7,25,0.7938931297709924
92,0.7913043478260869,0.5124555230140686,24.142911434173584,0.09931397438049316,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.8026172300981461
93,0.8,0.4340800344944,24.39167857170105,0.11332416534423828,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,6,26,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,6,26,0.8113413304252999
94,0.808695652173913,0.6670829653739929,24.621667623519897,0.1113123893737793,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.8200654307524536
95,0.8173913043478261,0.5210440158843994,24.855252027511597,0.11284399032592773,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.8287895310796074
96,0.8260869565217391,0.5619117617607117,25.08964991569519,0.11431741714477539,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.8375136314067612
97,0.8347826086956521,0.43414586782455444,25.321707010269165,0.11499547958374023,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.8462377317339149
98,0.8434782608695652,0.4677683115005493,25.55282998085022,0.11441755294799805,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,0.8549618320610687
99,0.8521739130434782,0.45625320076942444,25.7814884185791,0.11221861839294434,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,7,25,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,7,25,0.8636859323882224
100,0.8608695652173913,0.5730509757995605,26.015305042266846,0.11337661743164062,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.8724100327153762
101,0.8695652173913043,0.5667698383331299,27.16593074798584,0.11986303329467773,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.88113413304253
102,0.8782608695652174,0.4936286509037018,27.40087914466858,0.1189260482788086,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.8898582333696837
103,0.8869565217391304,0.46260398626327515,27.63572669029236,0.11549687385559082,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.8985823336968375
104,0.8956521739130435,0.6371724605560303,27.867743492126465,0.11377978324890137,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.9073064340239912
105,0.9043478260869565,0.44507548213005066,28.10118341445923,0.1143808364868164,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.916030534351145
106,0.9130434782608695,0.4404903054237366,28.335796117782593,0.11510777473449707,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,0.9247546346782988
107,0.9217391304347826,0.38452988862991333,28.56907057762146,0.11325407028198242,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.9334787350054525
108,0.9304347826086956,0.6303625106811523,28.801857471466064,0.11377096176147461,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.9422028353326063
109,0.9391304347826087,0.47363173961639404,29.0206401348114,0.10050034523010254,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.95092693565976
110,0.9478260869565217,0.3434861898422241,29.26511859893799,0.11388444900512695,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,9,23,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,9,23,0.9596510359869138
111,0.9565217391304348,0.660017728805542,29.50005340576172,0.11589598655700684,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,0.9683751363140676
112,0.9652173913043478,0.4225737452507019,29.735294818878174,0.1179053783416748,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,0.9770992366412213
113,0.9739130434782609,0.4800736904144287,30.015819311141968,0.10115671157836914,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,0.9858233369683751
114,0.9826086956521739,0.5454825162887573,30.25841188430786,0.11205458641052246,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,0.9945474372955289
115,0.991304347826087,0.39534276723861694,30.46204900741577,0.08036160469055176,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,20,0,0.0,6,14,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,20,0,0.0,6,14,1.0
116,1.0,0.4088907539844513,30.649522304534912,0.1080777645111084,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,16,16,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,16,16,1.0
117,1.008695652173913,0.3698969781398773,30.884273529052734,0.11029601097106934,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,1.0
118,1.017391304347826,0.36130988597869873,31.11640191078186,0.10993742942810059,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,1.0
119,1.0260869565217392,0.4139314293861389,31.350839138031006,0.11197853088378906,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,1.0
120,1.0347826086956522,0.25470325350761414,31.581732749938965,0.10998725891113281,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,4,28,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,4,28,1.0
121,1.0434782608695652,0.41914141178131104,31.81837296485901,0.11302757263183594,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,10,22,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,10,22,1.0
122,1.0521739130434782,0.3371170163154602,32.05177974700928,0.11359548568725586,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,13,19,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,13,19,1.0
123,1.0608695652173914,0.35433030128479004,32.26966118812561,0.09775686264038086,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,12,20,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,12,20,1.0
124,1.0695652173913044,0.3069295287132263,32.502042293548584,0.09721040725708008,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,8,24,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,8,24,1.0
125,1.0782608695652174,0.3861221373081207,32.73946571350098,0.10189938545227051,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,17,15,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,17,15,1.0
126,1.0869565217391304,0.38286176323890686,33.92747402191162,0.11437845230102539,0.0,1.0,1.0,1.0,0.0,0,0.0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,0.0,0.0,3668.0,3668.0,1.0,0.0,0.0,32.0,0.0,0.0,0.0,32,0,0.0,11,21,0,0.0002726281352235551,0.0002726281352235551,0.0002726281352235551,3668.0,0,32,0,0.0,11,21,1.0
